author id,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet
1307430103102750721,2021-12-24 23:59:56+00:00, ,1474530312638144513,en,0,0,0,0,IFTTT,Fortnite Item Shop For December 24  2021 at 11:59PM  #Fortnite #ItemShop #Xbox #PS4 #PC https://t.co/oRTwzZXT40
2733776410,2021-12-24 23:59:53+00:00, ,1474530299786764292,en,0,0,0,745,Twitter for Android,RT @Cybrid101: WHY HASN’T THIS SUIT BEEN ADDED TO SPIDER-MAN PS4/PS5 YET?? @insomniacgames https://t.co/6IjTYFmkz9
94905085,2021-12-24 23:59:40+00:00, ,1474530246175174657,en,0,0,0,0,PlayStation®Network,Merry Christmas  Come Watch Our Live Fortnie Christmas Stream via Twitch &amp; PS4 live at https://t.co/nXs1Sc8YxI
1392059111316070400,2021-12-24 23:59:36+00:00, ,1474530228856922114,en,0,0,0,0,Twitter for Android,//aw come oooon i have to wait 34 mind until my ps4 installs the gameeee ahhhhhh hhh
1279561023641526274,2021-12-24 23:59:36+00:00, ,1474530227074256901,en,0,0,1,0,Twitter for iPhone,Wait no I’m thinking of the ps4 Nevermind
1170121274615574529,2021-12-24 23:59:31+00:00, ,1474530209240080384,en,1,0,0,0,Twitter for Android,i don't want i NEED a Spider-Man PS4 dream playthrough
1063980882313269248,2021-12-24 23:59:12+00:00, ,1474530127631507456,en,0,0,0,0,TrueTrophies,I won 2 trophies in Five Nights at Freddy's: Security Breach (PS4) for 44 points on #TrueTrophies https://t.co/oLwl4TfgL9
2879506471,2021-12-24 23:59:10+00:00, ,1474530120136216576,en,4,1,0,0,Twitter for iPhone,I KNEW HE WAS GOING TO PLAY SPIDER-MAN ITS SO GOOD ON PS4 aND ITLL BE EVEN BETTER ON PS5
1032706965489762304,2021-12-24 23:59:02+00:00, ,1474530083528450055,en,2,0,0,2,StreamElements,#Letsplay #witcher3 #wildhunt #cdprojektred  #Geralt #roach #geraltofrivia #PCmasterrace #obs Come chat #twitch https://t.co/EG0CxN6xsv #gaming #commentary #ps4 #livestream #PC #Xbox #playstation #HTCVive #VR #dreamcast
1373451713022164993,2021-12-24 23:58:54+00:00, ,1474530052595408898,en,0,0,0,0,Twitter for iPhone,@FortniteGame let switch play save the world it’s not fair that all the xbox or ps4 and pc can but not switch
1380652843380604929,2021-12-24 23:58:53+00:00, ,1474530046521925632,en,0,0,0,7,Twitter for iPhone,RT @RossSymons: Xbox #Cricket22 patches are live! All PS4/PS5/Steam and Xbox are on a level playing field. Have a great Christmas everyone!
1471610907348418561,2021-12-24 23:58:43+00:00, ,1474530005099196418,en,0,0,0,0,Twitter Web App,@PlayStation playstation congrats on all the cool intersting titles you gave your ps4 between two souls and dishonored are just a few to mention i myself in 2004 got into trouble with people that hated me ended up taking pills that made video games and tv boring so i only have a ps3 and ps2
1611466855,2021-12-24 23:58:25+00:00, ,1474529932084711428,en,0,0,0,58,Twitter for Android,RT @140VGM: vs. DJ Subatomic Supernova (Christmas Version) - No Straight Roads (2020  PC/PS4/XBONE/NS) Composer &amp; Arranger: Funk Fiction (@…
18975018,2021-12-24 23:58:23+00:00, ,1474529923414982656,en,1,0,1,0,Twitter for iPhone,@blackcatarot I have a PS4 too so I’ll take that but It’s been years since I played on my own account. All those trophies… I’m a sucka for real.
1472392075366866946,2021-12-24 23:58:20+00:00, ,1474529907346653188,en,0,0,0,50,Twitter for Android,RT @matty_smoove: NO WAY HOME SPOILERS - - - You can’t tell me that this suit doesn’t look AMAZING and very comic accurate! It reminds me o…
220586078,2021-12-24 23:58:11+00:00, ,1474529873104445440,en,0,0,0,0,Twitter for iPhone,Finally added more defense cards to browns ps4 def. Account with getting newsome II. 92 card  still need to finish powering up Denzel ward since gave his 92 harvest card. Just need more training finish it.
1033066696981004291,2021-12-24 23:57:47+00:00, ,1474529769865854978,en,0,0,0,207,Twitter for Android,RT @COGconnected: We are giving away games: Röki (Series X|S)  Sniper Ghost Warrior Contracts 2 (PS5)  Tails of Iron (Xbox One  Xbox Series…
103944265,2021-12-24 23:57:12+00:00, ,1474529622809268225,en,0,0,0,1,Twitter for Android,RT @TheManicRed: Manic Red room is LIVE on PS4!! Come see us live on Twitch  YouTube  and Facebook Gaming!!!!
893147776883806208,2021-12-24 23:57:11+00:00, ,1474529620485722114,en,0,0,0,0,Twitter for Android,@DKoto264 You have it on PS4
2468382228,2021-12-24 23:57:10+00:00, ,1474529615716642819,en,0,0,0,21,Twitter for Android,"RT @doppeLzgz: ""[Ambulate dum lucen habetis] Walk while you have the Light.""  . . #TombRaider #LaraCroft #Gaming #Gamer #TombRaiderReborn #…"
1251493696740229122,2021-12-24 23:57:03+00:00, ,1474529586390061057,en,0,0,0,0,dlvr.it,👉 Horizon Forbidden West [PS4] https://t.co/es6HhI7Tq4 👈 #ordenadores #portátiles #impresoras https://t.co/k2AbAR9rCa
1327696738325557256,2021-12-24 23:56:57+00:00, ,1474529563208294411,en,0,0,0,207,Twitter for iPhone,RT @COGconnected: We are giving away games: Röki (Series X|S)  Sniper Ghost Warrior Contracts 2 (PS5)  Tails of Iron (Xbox One  Xbox Series…
1427791558007574532,2021-12-24 23:56:55+00:00, ,1474529550801506305,en,0,0,0,0,Twitter for Android,@beenlikethisnic Ohhh ok I have a ps4 and a ps5 but I'm sure they have store on the console right?? Similar to the playstation store to get dlc and a game.
440596923,2021-12-24 23:56:31+00:00, ,1474529451345997825,en,0,0,0,745,Twitter for iPhone,RT @Cybrid101: WHY HASN’T THIS SUIT BEEN ADDED TO SPIDER-MAN PS4/PS5 YET?? @insomniacgames https://t.co/6IjTYFmkz9
1060953325464666113,2021-12-24 23:56:30+00:00, ,1474529448972242952,en,1,0,0,0,Twitter for iPhone,The Mary Jane and Miles sections in Spider-Man PS4 https://t.co/HLjKTMwM7N
851897192004694017,2021-12-24 23:56:12+00:00, ,1474529373554368514,en,1,0,0,0,Twitter for Android,I dropped my PS4 in the mud its a dirty game 🤔
